Country,CountryCode,RegionID,RegionCode,Region,ResortID,ResortCode,Resort
Albania,ALB,1090,BERZ,Berat,1943,BER,Berat
Albania,ALB,1092,DURR,Durres,1947,DUR,Durres
Albania,ALB,1092,DURR,Durres,11716,KRUJ,Kruje
Albania,ALB,1092,DURR,Durres,11717,RINA,Rinas
Albania,ALB,9001,ELBAS,Elbasan,11710,ELBAS,Elbasan
Albania,ALB,9002,FIER,Fier,11718,DIVJ,Divjake
Albania,ALB,9002,FIER,Fier,11707,FIER,Fier
Albania,ALB,9003,GJIR,Gjirokastra,11702,GJIR,Gjirokastra
Albania,ALB,9003,GJIR,Gjirokastra,11706,PERM,Permet
Albania,ALB,1093,KORZ,Korce,1952,KOR,Korce
Albania,ALB,1093,KORZ,Korce,11704,POGR,Pogradec
Albania,ALB,8998,KUKE,Kukes,11726,KUKE,Kukes
Albania,ALB,8998,KUKE,Kukes,11714,VALB,Valbona
Albania,ALB,8999,LEZH,Lezhe,11709,LEZH,Lezhe
Albania,ALB,8999,LEZH,Lezhe,11705,SHEN,Shengjin
Albania,ALB,1105,SHK,Shkoder,1972,SHKO,Shkoder
Albania,ALB,1105,SHK,Shkoder,11713,THET,Theth
Albania,ALB,1105,SHK,Shkoder,11712,VELI,Velipoje
Albania,ALB,1108,TIRA,Tirana,11701,GOLE,Golem
Albania,ALB,1108,TIRA,Tirana,1977,TIR,Tirana
Albania,ALB,1108,TIRA,Tirana,11728,VORE,Vore
Albania,ALB,1112,VLOR,Vlore,11711,BORS,Borsh
Albania,ALB,1112,VLOR,Vlore,11708,DHER,Dhermi
Albania,ALB,1112,VLOR,Vlore,11703,HIMA,Himare
Albania,ALB,1112,VLOR,Vlore,11700,KSAM,Ksamil
Albania,ALB,1112,VLOR,Vlore,11727,LUKO,Lukove
Albania,ALB,1112,VLOR,Vlore,11715,QEPA,Qeparo
Albania,ALB,1112,VLOR,Vlore,1969,SAR,Sarande
Albania,ALB,1112,VLOR,Vlore,1981,VLO,Vlore
Algeria,ALG,1116,ALGI,Algiers,1986,ALG,Algiers
Algeria,ALG,1117,ANAB,Annaba,1988,ANN,Annaba
Algeria,ALG,1119,BEJI,Bejaia,1991,BEJ,Bejaia
Algeria,ALG,1123,ELOU,El Oued,1994,EL,El Oued
Algeria,ALG,1129,ORAZ,Oran,1999,ORA,Oran
Algeria,ALG,1131,TLEM,Tlemcen,2003,TLE,Tlemcen
Andorra,AND,1133,ANDO,Andorra La Vella,2006,AND,Andorra La Vella
Andorra,AND,1134,ARIN,Arinsal,2008,ARI,Arinsal
Andorra,AND,1135,CNLO,Canillo,2010,CNL,Canillo
Andorra,AND,1136,ELTA,El Tarter,2011,EL,El Tarter
Andorra,AND,1138,ELSP,Els Plans,2014,ELS,Els Plans
Andorra,AND,1140,ENCP,Encamp,2016,ENC,Encamp
Andorra,AND,1142,ESCA,Escaldes - Engordany,2018,ESC,Escaldes - Engordany
Andorra,AND,1145,GRAR,Grau Roig,2021,GRA,Grau Roig
Andorra,AND,1149,MASS,La Massana,2030,MAS,La Massana
Andorra,AND,1151,ORDI,Ordino,2033,ORD,Ordino
Andorra,AND,1153,PALA,Pal,2038,PAL,Pal
Andorra,AND,1155,PASD,Pas De La Casa,2039,PAS,Pas De La Casa
Andorra,AND,1156,SANJ,Sant Julia,2041,SAN,Sant Julia
Andorra,AND,1158,SOLD,Soldeu,2042,SOL,Soldeu
Angola,AO,1163,BEN,Benguela,2048,BENG,Benguela
Angola,AO,1165,HUAM,Huambo,2049,HUA,Huambo
Angola,AO,1166,LUBI,Lobito,2051,LUB,Lobito
Angola,AO,1168,LNDA,Luanda,2053,LUA,Luanda
Angola,AO,1170,LUB,Lubango,2054,LUBA,Lubango
Angola,AO,1171,VIAA,Viana,2056,VIA,Viana
Anguilla,AI,6888,WSTE,Anguilla,8525,WES,Anguilla
Antigua,A&B,6787,ANT,Antigua,8421,EST,East coast
Antigua,A&B,6787,ANT,Antigua,8423,STJ,St Johns
Argentina,ARG,1174,BAHB,Bahia Blanca,2059,BAH,Bahia Blanca
Argentina,ARG,1175,BUE,Buenos Aires,2060,BEL,Belgrano
Argentina,ARG,1175,BUE,Buenos Aires,2061,BUE,Buenos Aires vicinity
Argentina,ARG,1175,BUE,Buenos Aires,2063,CEN,Centro
Argentina,ARG,1175,BUE,Buenos Aires,2064,MIC,Microcentro
Argentina,ARG,1175,BUE,Buenos Aires,2065,PAL,Palermo ARG
Argentina,ARG,1175,BUE,Buenos Aires,2067,PUE,Puerto Madero
Argentina,ARG,1175,BUE,Buenos Aires,2068,REC,Recoleta
Argentina,ARG,1175,BUE,Buenos Aires,2069,RET,Retiro
Argentina,ARG,1175,BUE,Buenos Aires,2070,SAN,San Telmo
Argentina,ARG,1179,CFYT,Cafayate,2072,CFY,Cafayate
Argentina,ARG,1181,CAMN,Campana,2076,CAM,Campana
Argentina,ARG,1183,CRLO,Carilo,2079,CRL,Carilo
Argentina,ARG,1185,CTMA,Catamarca,2083,CTM,Catamarca
Argentina,ARG,1187,CRCS,Cerro Castor,2086,CRC,Cerro Castor
Argentina,ARG,1188,CRCO,Chacras de Coria,2088,CRC,Chacras de Coria
Argentina,ARG,1194,CDRV,Comodoro Rivadavia,2100,CDR,Comodoro Rivadavia
Argentina,ARG,1197,CNCD,Concordia,2104,CNC,Concordia
Argentina,ARG,1200,CORD,Cordoba,2107,COR,Cordoba
Argentina,ARG,1203,CRTS,Corrientes,2110,CRT,Corrientes
Argentina,ARG,1205,DRGO,Dorrego,2113,DRG,Dorrego
Argentina,ARG,1208,ELCA,El Calafate,2117,ELC,El Calafate
Argentina,ARG,1210,CHTL,El Chalten,2120,CHT,El Chalten
Argentina,ARG,1211,ESQU,Esquel,2122,ESQ,Esquel
Argentina,ARG,1214,FMSA,Formosa,2124,FMS,Formosa
Argentina,ARG,1215,HLRA,Huacalera,2125,HLR,Huacalera
Argentina,ARG,1216,IGUA,Iguazu,2126,IGU,Iguazu
Argentina,ARG,1218,JUJU,Jujuy,2128,JUJ,Jujuy
Argentina,ARG,1219,LPLT,La Plata,2130,LPL,La Plata
Argentina,ARG,1221,LPNT,La Punta,2131,LPN,La Punta
Argentina,ARG,1223,LRJA,La Rioja,2133,LRJ,La Rioja
Argentina,ARG,1227,LSLS,Las Lenas,2139,LSL,Las Lenas
Argentina,ARG,1230,LOSC,Los Cocos,2143,LOS,Los Cocos
Argentina,ARG,1231,LUJA,Lujan de Cuyo,2145,LUJ,Lujan de Cuyo
Argentina,ARG,1234,MAAJ,Mar De Ajo,2148,MAR,Mar De Ajo
Argentina,ARG,1237,MARD,Mar del Plata,2153,MAR,Mar del Plata
Argentina,ARG,1238,MTNZ,Martinez,2156,MTN,Martinez
Argentina,ARG,1239,MEN,Mendoza,2157,MEN,Mendoza
Argentina,ARG,1240,MNCV,Mina Clavero,2159,MNC,Mina Clavero
Argentina,ARG,1241,MSON,Misiones,2162,MSO,Misiones
Argentina,ARG,1243,NEUQ,Neuquen,2166,NEU,Neuquen
Argentina,ARG,1244,NONO,Nono,2167,NON,Nono
Argentina,ARG,1245,PRNA,Parana,2168,PRN,Parana
Argentina,ARG,1246,PILR,Pilar,2169,PIL,Pilar
Argentina,ARG,1249,PINM,Pinamar,2172,PIN,Pinamar
Argentina,ARG,1251,PUEM,Puerto Madryn,2174,PUE,Puerto Madryn
Argentina,ARG,1252,PMCA,Purmamarca,2175,PMC,Purmamarca
Argentina,ARG,1255,RSTS,Resistencia,2178,RST,Resistencia
Argentina,ARG,1258,RCBL,Rio Ceballos,2180,RCB,Rio Ceballos
Argentina,ARG,1259,RCTO,Rio Cuarto,2182,RCT,Rio Cuarto
Argentina,ARG,1260,ROSA,Rosario,2183,ROS,Rosario
Argentina,ARG,1265,SAL,Salta,2185,SAL,Salta
Argentina,ARG,1268,SADC,San Antonio de los Cobres,2189,SAN,San Antonio de los Cobres
Argentina,ARG,1271,SBET,San Bernardo del Tuyu,2193,SBE,San Bernardo del Tuyu
Argentina,ARG,1275,SANCA,San Carlos de Bariloche,2195,SAN,San Carlos de Bariloche
Argentina,ARG,1277,SCDT,San Clemente del Tuyu,2198,SCD,San Clemente del Tuyu
Argentina,ARG,1279,SNFD,San Fernando,2200,SNF,San Fernando
Argentina,ARG,1281,SNIS,San Isidro,2202,SAN,San Isidro
Argentina,ARG,1284,SNJN,San Juan (Arg),2205,SAN,San Juan (Arg)
Argentina,ARG,1287,SNLS,San Luis,2208,SNL,San Luis
Argentina,ARG,1294,SMSI,San Marcos Sierras,2215,SAN,San Marcos Sierras
Argentina,ARG,1296,SMDL,San Martin De Los Andes,2217,SAN,San Martin De Los Andes
Argentina,ARG,1298,SNMT,San Miguel De Tucuman,2219,SNM,San Miguel De Tucuman
Argentina,ARG,1299,SPDR,San Pedro,2220,SPD,San Pedro
Argentina,ARG,1301,SNRF,San Rafael,2222,SNR,San Rafael
Argentina,ARG,1302,SSJJ,San Salvador De Jujuy,2223,SSJ,San Salvador De Jujuy
Argentina,ARG,1304,SNFE,Santa Fe (Arg),2227,SNF,Santa Fe (Arg)
Argentina,ARG,1305,SNTA,Santa Teresita,2229,SNT,Santa Teresita
Argentina,ARG,1306,SANE,Santiago Del Estero,2231,SAN,Santiago Del Estero
Argentina,ARG,1307,TAFI,Tafi Del Valle,2234,TAF,Tafi Del Valle
Argentina,ARG,1308,TIGR,Tigre,2235,TIG,Tigre
Argentina,ARG,1311,TLCA,Tilcara,2238,TLC,Tilcara
Argentina,ARG,1313,TREL,Trelew,2240,TRE,Trelew
Argentina,ARG,1315,TUCU,Tucuman,2242,TUC,Tucuman
Argentina,ARG,1317,USHU,Ushuaia,2244,USH,Ushuaia
Argentina,ARG,1319,VICA,Victoria,2246,VIC,Victoria
Argentina,ARG,1320,VICP,Villa Carlos Paz,2247,VIC,Villa Carlos Paz
Argentina,ARG,1322,VIGB,Villa General Belgrano,2249,VIL,Villa General Belgrano
Argentina,ARG,1324,VLLG,Villa Gesell,2251,VIL,Villa Gesell
Argentina,ARG,1326,VLAN,Villa La Angostura,2253,VIL,Villa La Angostura
Argentina,ARG,1330,VLLR,Villa Maria,2256,VLL,Villa Maria
Argentina,ARG,1332,VLMC,Villa Mercedes,2260,VLM,Villa Mercedes
Argentina,ARG,1334,VLSM,Villa San Miguel,2263,VLS,Villa San Miguel
Argentina,ARG,1336,ZAPAL,Zapala,2265,ZAP,Zapala
Armenia,ARM,1339,TSAG,Tsaghkadzor,2268,TSA,Tsaghkadzor
Armenia,ARM,1342,YERE,Yerevan,2270,YER,Yerevan
Aruba,ARU,1346,ARU,Aruba,2276,DRU,Druif Beach
Aruba,ARU,1346,ARU,Aruba,2277,EAGL,Eagle Beach
Aruba,ARU,1346,ARU,Aruba,2279,MAN,Manchebo Beach
Aruba,ARU,1346,ARU,Aruba,2280,ORA,Oranjestad
Aruba,ARU,1346,ARU,Aruba,2283,ARU,Other Aruba Resorts
Aruba,ARU,1346,ARU,Aruba,2284,PAL,Palm Beach
Australia,AUS,1356,ADLA,Adelaide SA,2289,ADE,"Adelaide, SA"
Australia,AUS,1357,AIRL,Airlie Beach QLD,2291,AIR,"Airlie Beach, QLD"
Australia,AUS,1360,ABNY,Albany WA,2310,ALB,"Albany, WA"
Australia,AUS,1375,ABRY,Albury NSW,2316,ALB,"Albury, NSW"
Australia,AUS,1377,ALEXA,Alexandra Headland QLD,2318,ALE,"Alexandra Headland, QLD"
Australia,AUS,1378,ALIE,Alice Springs NT,2319,ALI,"Alice Springs, NT"
Australia,AUS,1379,APOL,Apollo Bay VIC,2320,APO,"Apollo Bay, VIC"
Australia,AUS,1381,ARMI,Armidale NSW,2322,ARM,"Armidale, NSW"
Australia,AUS,1380,ATHZ,Atherton QLD,2321,ATH,"Atherton, QLD"
Australia,AUS,1382,AYER,Ayers Rock (Uluru) NT,2323,AYE,"Ayers Rock (Uluru), NT"
Australia,AUS,1384,BAIR,Bairnsdale VIC,2325,BAI,"Bairnsdale, VIC"
Australia,AUS,1386,BALR,Ballarat VIC,2327,BAL,"Ballarat, VIC"
Australia,AUS,1390,BLLI,Ballina NSW,2331,BAL,"Ballina, NSW"
Australia,AUS,1392,BARO,Barossa Valley SA,2333,BAR,"Barossa Valley, SA"
Australia,AUS,1393,BRRI,Barrier Reef QLD,2334,BAR,"Barrier Reef, QLD"
Australia,AUS,1395,BATE,Batemans Bay NSW,2336,BAT,"Batemans Bay, NSW"
Australia,AUS,1398,BATU,Bathurst NSW,2339,BAT,Bathurst
Australia,AUS,1399,BNDI,Bendigo VIC,2341,BEN,"Bendigo, VIC"
Australia,AUS,1400,BICH,Bicheno TAS,2342,BIC,"Bicheno, TAS"
Australia,AUS,1403,BLUE,Blue Mountains/Hunter Valley NSW,2345,BLHU,"Blue Mountains/Hunter Valley, NSW"
Australia,AUS,1405,BRDD,Braddon ACT,2347,BRA,"Braddon, ACT"
Australia,AUS,1407,BRMP,Brampton Island QLD,2349,BRA,"Brampton Island, QLD"
Australia,AUS,1410,BRGH,Brighton le Sands NSW,2352,BRI,"Brighton le Sands, NSW"
Australia,AUS,1412,BRISB,Brisbane QLD,2354,BRI,Brisbane
Australia,AUS,1412,BRISB,Brisbane QLD,2356,KGP,Kangaroo Point
Australia,AUS,1412,BRISB,Brisbane QLD,2358,SPH,Springhill
Australia,AUS,1412,BRISB,Brisbane QLD,2359,WST,West End
Australia,AUS,1416,BRHI,Broken Hill NSW,2361,BRO,"Broken Hill, NSW"
Australia,AUS,1417,BOME,Broome WA,2362,BRO,"Broome, WA"
Australia,AUS,1419,BUNB,Bunbury WA,2364,BUN,"Bunbury, WA"
Australia,AUS,1421,BUND,Bundaberg QLD,2366,BUN,"Bundaberg, QLD"
Australia,AUS,1423,BURNZ,Burnie TAS,2369,BUR,"Burnie, TAS"
Australia,AUS,1426,BUSS,Busselton WA,2371,BUS,"Busselton, WA"
Australia,AUS,1430,BYON,Byron Bay NSW,2375,BYR,"Byron Bay, NSW"
Australia,AUS,1431,CAIR,Cairns QLD,2376,CAI,"Cairns, QLD"
Australia,AUS,1433,CALO,Caloundra QLD,2378,CAL,"Caloundra, QLD"
Australia,AUS,1435,CANB,Canberra ACT,2381,CAN,"Canberra, ACT"
Australia,AUS,2360,CTRI,Cape Tribulation QLD,3410,CAP,"Cape Tribulation, QLD"
Australia,AUS,1437,CRLI,Caroline Springs VIC,2382,CAR,"Caroline Springs, VIC"
Australia,AUS,1439,COFF,Coffs Harbour NSW,2384,COF,"Coffs Harbour, NSW"
Australia,AUS,1441,CLBA,Coles Bay TAS,2386,COL,"Coles Bay, TAS"
Australia,AUS,1442,COOB,Coober Pedy SA,2387,COO,"Coober Pedy, SA"
Australia,AUS,1443,COOL,Coolangatta QLD,2388,COO,"Coolangatta, QLD"
Australia,AUS,1444,COOM,Coolum QLD,2389,COO,"Coolum, QLD"
Australia,AUS,1446,CWES,Cowes VIC,2391,COW,"Cowes, VIC"
Australia,AUS,1447,CRAD,Cradle Mountain TAS,2392,CRA,"Cradle Mountain, TAS"
Australia,AUS,1450,CRSW,Creswick VIC,2395,CRE,"Creswick, VIC"
Australia,AUS,1453,DAIN,Daintree QLD,2399,DAI,"Daintree, QLD"
Australia,AUS,1454,DADE,Dandenong VIC,2400,DAN,"Dandenong, VIC"
Australia,AUS,1455,DARW,Darwin NT,2401,DAR,"Darwin, NT"
Australia,AUS,1456,DAYD,Daydream Island QLD,2402,DAY,"Daydream Island, QLD"
Australia,AUS,1457,DERB,Derby WA,2403,DER,"Derby, WA"
Australia,AUS,1458,DUBB,Dubbo NSW,2404,DUB,"Dubbo, NSW"
Australia,AUS,1459,DNSB,Dunsborough WA,2405,DUN,"Dunsborough, WA"
Australia,AUS,1460,ECHU,Echuca VIC,2406,ECH,"Echuca, VIC"
Australia,AUS,1461,EDNE,Eden NSW,2407,EDE,"Eden, NSW"
Australia,AUS,1462,ESPE,Esperance WA,2408,ESP,"Esperance, WA"
Australia,AUS,1463,ESEN,Essendon VIC,2409,ESE,"Essendon, VIC"
Australia,AUS,1465,ETTA,Ettalong Beach NSW,2411,ETT,"Ettalong Beach, NSW"
Australia,AUS,1468,EXM,Exmouth WA,2414,EXM,"Exmouth, WA"
Australia,AUS,1469,FOSR,Forster NSW,2415,FOS,"Forster, NSW"
Australia,AUS,1472,FRAS,Fraser Island QLD,2418,FRA,"Fraser Island, QLD"
Australia,AUS,1475,FRMA,Fremantle WA,2421,FRE,"Fremantle, WA"
Australia,AUS,1480,GEEL,Geelong VIC,2426,GEE,"Geelong, VIC"
Australia,AUS,1482,GLAD,Geraldton WA,2428,GLA,"Geraldton, WA"
Australia,AUS,2355,GLADS,Gladstone QLD,3406,GLA,"Gladstone, QLD"
Australia,AUS,1488,GLNE,Glenelg SA,2432,GLE,"Glenelg, SA"
Australia,AUS,1491,GOLDC,Gold Coast QLD,2436,BRO,Broadbeach
Australia,AUS,1491,GOLDC,Gold Coast QLD,2441,BUR,Burleigh
Australia,AUS,1491,GOLDC,Gold Coast QLD,2444,GOL,Gold Coast
Australia,AUS,1491,GOLDC,Gold Coast QLD,2446,MAI,Main Beach / Southport
Australia,AUS,1491,GOLDC,Gold Coast QLD,2448,SUR,Surfers Paradise
Australia,AUS,1493,GOUL,Goulburn NSW,2453,GOU,"Goulburn, NSW"
Australia,AUS,1501,HALL,Halls Gap VIC,2456,HAL,"Halls Gap, VIC"
Australia,AUS,1503,HAML,Hamilton Island QLD,2458,HAM,"Hamilton Island, QLD"
Australia,AUS,1514,HAMQ,Hamilton QLD,2470,HAM,"Hamilton, QLD"
Australia,AUS,1516,HAMV,Hamilton VIC,2471,HAM,"Hamilton, VIC"
Australia,AUS,1519,HERV,Hervey Bay QLD,2474,HER,"Hervey Bay, QLD"
Australia,AUS,1521,HIGH,Highett VIC,2477,HIG,"Highett, VIC"
Australia,AUS,1524,HOPI,Hope Island QLD,2479,HOP,"Hope Island, QLD"
Australia,AUS,1526,HORS,Horsham VIC,2482,HOR,"Horsham, VIC"
Australia,AUS,1527,IPWI,Ipswich QLD,2483,IPS,"Ipswich, QLD"
Australia,AUS,1530,JABI,Jabiru NT,2486,JAB,"Jabiru, NT"
Australia,AUS,1532,JERB,Jervis Bay NSW,2488,JER,"Jervis Bay, NSW"
Australia,AUS,1536,KALB,Kalbarri WA,2493,KAL,"Kalbarri, WA"
Australia,AUS,1541,KALG,Kalgoorlie WA,2497,KAL,"Kalgoorlie, WA"
Australia,AUS,1546,KANG,Kangaroo Island SA,2502,KAN,"Kangaroo Island, SA"
Australia,AUS,1550,KARR,Karratha WA,2506,KAR,"Karratha, WA"
Australia,AUS,1553,KTHR,Katherine NT,2509,KAT,"Katherine, NT"
Australia,AUS,1556,KTMB,Katoomba NSW,2512,KTM,"Katoomba, NSW"
Australia,AUS,1559,KGSC,Kingscliff NSW,2515,KIN,"Kingscliff, NSW"
Australia,AUS,1561,KUNU,Kununurra WA,2518,KUN,"Kununurra, WA"
Australia,AUS,1563,LKEM,Lake Macquarie NSW,2521,LAK,"Lake Macquarie, NSW"
Australia,AUS,1565,LKET,Lakes Entrance VIC,2524,LAK,"Lakes Entrance, VIC"
Australia,AUS,1568,LNGI,Long Island QLD,2527,LON,"Long Island, QLD"
Australia,AUS,1597,LORN,Lorne VIC,2565,LOR,"Lorne, VIC"
Australia,AUS,1599,MCKY,Mackay QLD,2569,MAC,"Mackay, QLD"
Australia,AUS,1602,MAGN,Magnetic Island QLD,2573,MAG,"Magnetic Island, QLD"
Australia,AUS,1605,MANR,Mandurah WA,2575,MAN,"Mandurah, WA"
Australia,AUS,1606,MNS,Mansfield VIC,2576,MANS,"Mansfield, VIC"
Australia,AUS,1608,MARW,Margaret River WA,2578,MAR,"Margaret River, WA"
Australia,AUS,1611,MAROO,Maroochydore QLD,2582,MAR,Maroochydore
Australia,AUS,1611,MAROO,Maroochydore QLD,2585,TWI,Twin Waters
Australia,AUS,1618,MEL,Melbourne VIC,2589,BOX,"Box Hill, VIC"
Australia,AUS,1618,MEL,Melbourne VIC,2592,BRIG,Brighton
Australia,AUS,1618,MEL,Melbourne VIC,2593,CRF,Carlton & Fitzroy
Australia,AUS,1618,MEL,Melbourne VIC,2595,EAS,East Melbourne
Australia,AUS,1618,MEL,Melbourne VIC,2597,MEL,Melbourne Airport
Australia,AUS,1618,MEL,Melbourne VIC,2600,MCB,Melbourne CBD
Australia,AUS,1618,MEL,Melbourne VIC,2604,MELB,Melbourne vicinity
Australia,AUS,1618,MEL,Melbourne VIC,2606,STY,South Yarra
Australia,AUS,1618,MEL,Melbourne VIC,2609,CEN,Southbank
Australia,AUS,1618,MEL,Melbourne VIC,2612,ST,St Kilda
Australia,AUS,1618,MEL,Melbourne VIC,2614,WMB,West Melbourne
Australia,AUS,1618,MEL,Melbourne VIC,2616,YAR,Yarra Valley
Australia,AUS,1640,MRIM,Merimbula NSW,2622,MER,"Merimbula, NSW"
Australia,AUS,1642,MILD,Mildura VIC,2624,MIL,"Mildura, VIC"
Australia,AUS,1645,MISB,Mission Beach QLD,2627,MIS,"Mission Beach, QLD"
Australia,AUS,1647,MTTG,Mittagong NSW,2629,MTT,"Mittagong, NSW"
Australia,AUS,1649,MOOL,Mooloolaba QLD,2631,MOO,"Mooloolaba, QLD"
Australia,AUS,1651,MRTL,Moreton Island QLD,2633,MTR,"Moreton Island, QLD"
Australia,AUS,1654,MRNP,Mornington Peninsula VIC,2636,MRP,"Mornington Peninsula, VIC"
Australia,AUS,1656,MOUT,Mount Gambier SA,2638,MOU,"Mount Gambier, SA"
Australia,AUS,1657,MONN,Mount Isa QLD,2639,MOU,"Mount Isa, QLD"
Australia,AUS,1658,NLSB,Nelson Bay NSW,2640,NEL,"Nelson Bay, NSW"
Australia,AUS,1660,NEWC,Newcastle NSW,2644,NEW,"Newcastle, NSW"
Australia,AUS,1665,NOOS,Noosa QLD,2647,NOO,Noosa & vicinity
Australia,AUS,1665,NOOS,Noosa QLD,2649,NOS,Noosa Heads
Australia,AUS,1665,NOOS,Noosa QLD,2654,NOV,Noosaville
Australia,AUS,1671,NRFK,Norfolk Island NSW,2655,NOR,"Norfolk Island, NSW"
Australia,AUS,1672,NOWR,Nowra NSW,2656,NOW,"Nowra, NSW"
Australia,AUS,1673,ORRA,Orange NSW,2657,ORA,"Orange, NSW"
Australia,AUS,1674,PALV,Palm Cove QLD,2658,PAL,"Palm Cove, QLD"
Australia,AUS,1675,PRKW,Parkes NSW,2659,PAR,"Parkes, NSW"
Australia,AUS,1676,PARR,Parramatta NSW,2660,PAR,"Parramatta, NSW"
Australia,AUS,1678,PEMR,Pemberton WA,2662,PEM,"Pemberton, WA"
Australia,AUS,1680,PERH,Perth WA,2664,PER,"Perth, WA"
Australia,AUS,1681,PHLL,Phillip Island,2665,PHI,Phillip Island
Australia,AUS,1682,PNL,Point Lookout QLD,2666,PLK,"Point Lookout, QLD"
Australia,AUS,1683,POKO,Pokolbin NSW,2667,POK,"Pokolbin, NSW"
Australia,AUS,1684,PORX,Port Augusta SA,2668,POR,"Port Augusta, SA"
Australia,AUS,1685,PORD,Port Douglas QLD,2669,POR,"Port Douglas, QLD"
Australia,AUS,1687,PORF,Port Fairy VIC,2671,POR,"Port Fairy, VIC"
Australia,AUS,1688,POHE,Port Hedland WA,2673,POR,"Port Hedland, WA"
Australia,AUS,1689,PORP,Port Macquarie NSW,2675,POR,"Port Macquarie, NSW"
Australia,AUS,1690,POST,Port Stephens NSW,2677,POR,"Port Stephens, NSW"
Australia,AUS,1691,PRRT,Portland VIC,2679,POR,"Portland, VIC"
Australia,AUS,1692,PRTN,Preston VIC,2681,PRT,"Preston, VIC"
Australia,AUS,1697,QUEA,Queanbeyan NSW,2691,QUE,"Queanbeyan, NSW"
Australia,AUS,1703,RAND,Randwick NSW,2693,RAN,"Randwick, NSW"
Australia,AUS,1716,RESE,Reservoir VIC,2711,RES,"Reservoir, VIC"
Australia,AUS,1719,ROBE,Robe SA,2714,ROB,"Robe, SA"
Australia,AUS,1722,ROHA,Rockhampton QLD,2715,ROH,"Rockhampton, QLD"
Australia,AUS,1723,SLLE,Sale VIC,2717,SAL,"Sale, VIC"
Australia,AUS,1726,SHAK,Shark Bay WA,2720,SHA,"Shark Bay, WA"
Australia,AUS,1728,SHPP,Shepparton VIC,2722,SHE,"Shepparton, VIC"
Australia,AUS,1729,STAH,Strahan TAS,2723,STR,"Strahan, TAS"
Australia,AUS,1731,SWAH,Swan Hill VIC,2725,SWA,"Swan Hill, VIC"
Australia,AUS,1732,SWA,Swansea TAS,2728,SWA,"Swansea, TAS"
Australia,AUS,1737,SYD,Sydney NSW,2732,BON,Bondi Beach
Australia,AUS,1737,SYD,Sydney NSW,2736,CAM,Camperdown
Australia,AUS,1737,SYD,Sydney NSW,2739,DARL,"Darling Harbour, Pyrmont & Ultimo"
Australia,AUS,1737,SYD,Sydney NSW,2741,DAR,Darlinghurst & Paddington
Australia,AUS,1737,SYD,Sydney NSW,2743,NOR,North Sydney
Australia,AUS,1737,SYD,Sydney NSW,2744,POT,Potts Point & Kings Cross
Australia,AUS,1737,SYD,Sydney NSW,2746,SUR,Surry Hills
Australia,AUS,1737,SYD,Sydney NSW,2747,SYD,Sydney Beaches
Australia,AUS,1737,SYD,Sydney NSW,2748,CEN,Sydney CBD
Australia,AUS,1737,SYD,Sydney NSW,2750,SYDN,Sydney Kingsford Smith Airport
Australia,AUS,1737,SYD,Sydney NSW,2754,SYDNE,Sydney vicinity
Australia,AUS,1737,SYD,Sydney NSW,2757,THE,The Rocks (Harbour Bridge / Circular Quay)
Australia,AUS,1754,TAMB,Tamborine QLD,2759,TAM,"Tamborine, QLD"
Australia,AUS,1757,TAMO,Tamworth NSW,2763,TAM,"Tamworth, NSW"
Australia,AUS,1760,TRRE,Taree NSW,2766,TAR,"Taree, NSW"
Australia,AUS,1765,TASM,Tasmania TAS,2771,DEV,Devonport
Australia,AUS,1765,TASM,Tasmania TAS,2773,GRT,George Town
Australia,AUS,1765,TASM,Tasmania TAS,2775,HOB,Hobart
Australia,AUS,1765,TASM,Tasmania TAS,2777,LAU,Launceston
Australia,AUS,1765,TASM,Tasmania TAS,2779,QUE,Queenstown
Australia,AUS,1772,TAYL,Taylors Lakes VIC,2782,TAY,"Taylors Lakes, VIC"
Australia,AUS,1777,TRIG,Terrigal NSW,2787,TER,"Terrigal, NSW"
Australia,AUS,1780,THEN,The Entrance NSW,2790,THE,"The Entrance, NSW"
Australia,AUS,1783,TOOW,Toowoomba QLD,2793,TOO,"Toowoomba, QLD"
Australia,AUS,1787,TOOR,Torquay VIC,2797,TOR,"Torquay, VIC"
Australia,AUS,1793,TOWN,Townsville QLD,2803,TOW,"Townsville, QLD"
Australia,AUS,1795,TRAR,Traralgon VIC,2805,TRA,"Traralgon, VIC"
Australia,AUS,1798,TRIY,Trinity Beach QLD,2808,TRI,"Trinity Beach, QLD"
Australia,AUS,1801,TWEE,Tweed Heads NSW,2811,TWE,"Tweed Heads, NSW"
Australia,AUS,1804,ULVE,Ulverstone TAS,2814,ULV,"Ulverstone, TAS"
Australia,AUS,1806,VICR,Victor Harbor SA,2816,VIC,"Victor Harbor, SA"
Australia,AUS,1809,WAGG,Wagga Wagga NSW,2819,WAG,"Wagga Wagga, NSW"
Australia,AUS,1811,WRRG,Warragul VIC,2822,WAR,"Warragul, VIC"
Australia,AUS,1813,WARB,Warrnambool VIC,2825,WAR,"Warrnambool, VIC"
Australia,AUS,1817,WRW,Warwick QLD,2828,WAR,"Warwick, QLD"
Australia,AUS,1821,WERR,Werribee VIC,2832,WER,"Werribee, VIC"
Australia,AUS,1824,WITH,Whitsunday Islands QLD,2835,WIT,"Whitsunday Islands, QLD"
Australia,AUS,1826,WHYA,Whyalla SA,2837,WHY,"Whyalla, SA"
